company_name	location	labor_bureau	first_appeared	last_appeared	duration_days	violation_law	violation_summary	prosecution_date	status	crossed_data_gap
（株）Ｇｌｏｗ Ｌｉｎｅ	福島県郡山市	福島労働局	2024-05-10			労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害につい て、遅滞なく労働者死傷病報告書を提出せ ず、提出した同報告書についても内容を 偽っていたもの	2024-05-10	active	
（株）ディースタイル	京都府京都市中京区	兵庫労働局	2024-07-08			労働安全衛生法第21条 労働安全衛生規則第519条	高さ約８ｍの建物屋上で、要求性能墜落制 止用器具を使用させる等墜落防止措置を講 じることなく労働者に作業を行わせたもの	2024-07-08	active	
（有）光製作所	東京都狛江市	東京労働局	2025-03-19			労働安全衛生法第22条 粉じん障害防止規則第27条	金属をアーク溶接する作業において呼吸用 保護具を使用させていなかったもの	2025-03-19	active	
（株）京星	大阪府枚方市	大阪労働局	2025-03-14			労働安全衛生法第20条 労働安全衛生規則第101条	ベルトコンベヤー付近での作業を行わせる にあたり、プーリー部分に覆い等を設けな かったもの	2025-03-14	active	
札幌市農業協同組合	北海道札幌市中央区	北海道労働局	2025-02-18			労働安全衛生法第21条 労働安全衛生規則第521条	高さ５.６メートルの場所で作業員に作業 を行わせる際に、要求性能墜落制止用器具 等を安全に取り付けるための設備等を設け る措置を講じていなかったもの	2025-02-18	active	
（有）深山	岐阜県恵那市	岐阜労働局	2024-11-06			最低賃金法第４条	労働者２名に、１か月間乃至３か月間の定 期賃金合計約63万円を支払わなかったもの	2024-11-05	active	
（株）アムロン	香川県高松市	愛媛労働局	2025-03-12			労働安全衛生法第30条 労働安全衛生規則第638条の３	移動式クレーンを用いて荷を運搬する作業 を行わせる際、同クレーンの配置に関する 計画を作成していなかったもの	2025-03-12	active	
満錦熱処理（株）	岐阜県羽島郡岐南町	岐阜労働局	2025-03-17			最低賃金法第４条	労働者７名に、４か月分の定期賃金合計約 503万円を支払わなかったもの	2025-03-17	active	
鮮コーポレーション（株）	広島県広島市安佐南区	広島労働局	2025-04-17			労働安全衛生法第20条 労働安全衛生規則第130条の６	食料加工用粉砕機に食肉を送給する際に、 当該機械の運転を停止し、又は労働者に用 具等を使用させなかったもの	2025-04-17	active	
両毛運輸（株）	群馬県前橋市	群馬労働局	2025-03-14			労働基準法第32条	時間外労働・休日労働に関する協定で定め た延長時間の限度時間を超えて、時間外労 働を行わせたもの	2025-03-14	active	
寺内板金工業	栃木県下都賀郡壬生町	栃木労働局	2025-03-04			労働安全衛生法第21条 労働安全衛生規則第524条	高さ約４ｍのスレート素材の屋根上で、踏 み抜きによる危険防止措置を講じることな く、作業を行わせたもの	2025-03-04	active	
（株）ナカムラ	青森県弘前市	青森労働局	2025-03-04			労働安全衛生法第21条 労働安全衛生規則第519条	高さ３ｍの農用作業車の作業床で、要求性 能墜落制止用器具を使用させる等墜落防止 措置を講じることなく労働者に作業を行わ せたもの	2025-03-04	active	
（株）都市貨物輸送	神奈川県相模原市	長野労働局	2025-02-21			労働安全衛生法第20条 労働安全衛生規則第151条の６	フォークリフトを用いて作業を行う際、 フォークリフトの転落防止措置を講じるこ となく作業を行わせたもの	2025-02-21	active	
（株）八尾歯車	大阪府八尾市	大阪労働局	2025-01-09			労働安全衛生法第61条 労働安全衛生法施行令第20条	法令の定めるフォークリフトの資格を有し ていない労働者に、最大荷重1.5トンの フォークリフトの運転の業務に就かせたも の	2025-01-09	active	
（有）興林産業	北海道網走郡美幌町	北海道労働局	2024-10-18			労働安全衛生法第20条 労働安全衛生規則第154条	作業場所の地形、地質の状態等の調査及び 記録を行うことなく労働者に車両系建設機 械を用いた作業を行わせたもの	2024-10-18	active	
（株）ビッグフィールド	山形県米沢市	山形労働局	2025-03-21			労働安全衛生法第61条 労働安全衛生法施行令第20条	最大荷重１トン以上のフォークリフトの運 転の業務に、法定の運転資格のない労働者 を就かせたもの	2025-03-21	active	
（有）セーフティ・Ｊライン	鹿児島県鹿児島市	鹿児島労働局	2025-03-24			労働基準法第101条	労働基準監督官の臨検時に、虚偽の内容を 記載した労働時間管理表等を提出したもの	2025-03-24	active	
（株）マルエスフリージング ジャンクション	山梨県笛吹市	山梨労働局	2025-03-18			労働安全衛生法第20条 労働安全衛生規則第151条の14	フォークリフトのパレットに労働者を乗 せ、高さ２メートル以上の箇所で作業を行 わせ、主たる用途以外の用途にフォークリ フトを使用したもの	2025-03-18	active	
（有）三進運輸	広島県広島市南区	広島労働局	2025-01-28			労働基準法第104条の２ 労働基準法第120条	労働基準監督署長からの報告命令に対し虚 偽の報告を行ったもの	2025-01-28	active	
浪速工業（株）	大阪府枚方市	大阪労働局	2024-12-06			労働安全衛生法第20条 労働安全衛生規則第101条 労働安全衛生規則第151条の78	ベルトコンベヤー付近での作業を行わせる にあたり、プーリー部分に覆い等を設け ず、非常の場合において直ちに運転を停止 することができる装置を備えなかったもの	2024-12-06	active	
クワバラ食品（株）	愛媛県今治市	愛媛労働局	2025-03-13			労働安全衛生法第20条 労働安全衛生規則第107条	機械の掃除を行う際、機械の運転を停止し なかったもの	2025-03-13	active	
（同）福新テック	広島県福山市	広島労働局	2024-09-11			労働安全衛生法第100条 労働安全衛生規則第97条	休業４日以上の労働災害が発生したのに、 遅滞なく労働者死傷病報告を提出しなかっ たもの	2024-09-11	active	
エムケイプラン（有）	大阪府松原市	大阪労働局	2025-03-26			労働安全衛生法第37条 労働安全衛生法施行令第12条 クレーン等安全規則第138条	労働局長の製造許可を受けることなく、受 注先工場において、積載荷重1.3トンのエ レベーターの製造を共同で行ったもの	2025-03-26	active	
（株）安心	大阪府大阪市淀川区	大阪労働局	2025-03-13			労働基準法第20条	労働者を予告をしないで解雇しながら平均 賃金30日分以上の支払いをしなかったもの	2025-03-13	active	
（株）久世	神奈川県厚木市	神奈川労働局	2025-03-19			労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格で最大荷重１トン以上のフォークリ フトの運転業務を行ったもの	2025-03-19	active	
（同）あすなろ	茨城県龍ヶ崎市	茨城労働局	2024-06-13			労働基準法第24条	労働者１名に対し、１か月分の賃金約30万 円を、支払わなかったもの	2024-06-13	active	
ヒラノ防水（株）	栃木県小山市	栃木労働局	2025-03-13			労働安全衛生法第21条 労働安全衛生規則第519条	高さ約15ｍの塔屋の屋上において、墜落防 止措置を講じることなく労働者に作業を行 わせたもの	2025-03-13	active	
湯浅建材	群馬県高崎市	群馬労働局	2025-04-15			労働安全衛生法第21条 労働安全衛生規則第537条	解体工事現場において、物体の落下による 危険を及ぼすおそれがあったのに、防網の 設備を設け、立入禁止区域を設定する等の 措置を講じなかったもの	2025-04-15	active	
（有）トータルサポートサー ビス	名古屋市港区	愛知労働局	2024-09-25			労働基準法第32条 労働基準法第36条	交通事故を発生させた運転者をはじめ、１ か月100時間以上、２～６か月80時間超の 時間外労働が認められたもの	2024-09-25	active	
（有）川端設備工業	長崎県長崎市	長崎労働局	2025-03-06			労働安全衛生法第21条 労働安全衛生規則第519条	高さ約17.5メートルの作業床の端で、囲い 等の墜落防止措置を講じることなく労働者 に作業を行わせたもの	2025-03-06	active	
（株）野村鍍金 神戸三田工 場	大阪府大阪市西淀川区	兵庫労働局	2024-05-10			労働安全衛生法第20条 労働安全衛生規則第101条	鏡面研磨機の回転軸に附属する留め具に覆 い等を設けていなかったもの	2024-05-10	active	
（株）山村 群馬支店	千葉県鎌ケ谷市	群馬労働局	2025-03-18			労働安全衛生法第22条 粉じん障害防止規則第27条	グラインダーを用いて金属製品の研ま・ば り取り作業を行わせる際に、防じん用の呼 吸用保護具を使用させていなかったもの	2025-03-18	active	
（株）マツミ・ジャパン	茨城県筑西市	茨城労働局	2024-11-15			労働安全衛生法第20条 労働安全衛生規則第107条	ベルトコンベヤーの掃除又は調整の作業を 行わせるにあたり、機械の運転を停止させ なかったこと	2024-11-15	active	
（株）やはぎ商店	東京都墨田区	東京労働局	2025-03-19			労働安全衛生法第20条 労働安全衛生規則第130条の5	食品加工用粉砕機に蓋、囲い等を設けてい なかったもの	2025-03-19	active	
